,Year,Player,Year Position,Career Position,Age,Ht(inches),Ht.(cm),Wt.(lbs),Wt.(kgs),DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Game,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
9290,2008.0,Joakim Noah,C,C,22.0,6-11,211.0,230.0,104.0,242.0,68.0,64.0,416.0,174.0,84.0,488.0,177.0,367.0,0.48200000000000004,0.48200000000000004,0.0,1.0,0.0,177.0,366.0,0.484,134.0,194.0,0.691,89.0,173.0,74.0,31.0,1534.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,15.5
9291,2009.0,Joakim Noah,C,C,23.0,6-11,211.0,230.0,104.0,362.0,49.0,110.0,606.0,244.0,106.0,537.0,207.0,372.0,0.556,0.556,0.0,1.0,0.0,207.0,371.0,0.5579999999999999,123.0,182.0,0.6759999999999999,82.0,238.0,80.0,55.0,1938.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,16.5
9292,2010.0,Joakim Noah,C,C,24.0,6-11,211.0,230.0,104.0,484.0,32.0,100.0,704.0,220.0,132.0,687.0,262.0,520.0,0.504,0.504,0.0,0.0,,262.0,520.0,0.504,163.0,219.0,0.7440000000000001,117.0,198.0,64.0,54.0,1925.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,17.9
9293,2011.0,Joakim Noah,C,C,25.0,6-11,211.0,230.0,104.0,316.0,48.0,72.0,498.0,182.0,107.0,561.0,211.0,402.0,0.525,0.525,0.0,1.0,0.0,211.0,401.0,0.526,139.0,188.0,0.7390000000000001,90.0,156.0,48.0,48.0,1576.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,18.8
9294,2012.0,Joakim Noah,C,C,26.0,6-11,211.0,230.0,104.0,387.0,41.0,92.0,629.0,242.0,160.0,652.0,249.0,490.0,0.508,0.508,0.0,1.0,0.0,249.0,489.0,0.509,154.0,206.0,0.748,92.0,162.0,64.0,64.0,1945.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,19.6
9295,2013.0,Joakim Noah,C,C,27.0,6-11,211.0,230.0,104.0,473.0,78.0,141.0,733.0,260.0,262.0,784.0,303.0,630.0,0.48100000000000004,0.48100000000000004,0.0,5.0,0.0,303.0,625.0,0.485,178.0,237.0,0.7509999999999999,176.0,185.0,66.0,64.0,2426.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,18.1
9296,2014.0,Joakim Noah,C,C,28.0,6-11,211.0,230.0,104.0,618.0,99.0,121.0,900.0,282.0,431.0,1007.0,380.0,800.0,0.475,0.475,0.0,2.0,0.0,380.0,798.0,0.47600000000000003,247.0,335.0,0.737,194.0,245.0,80.0,80.0,2820.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,20.0
9297,2015.0,Joakim Noah,C,C,29.0,6-11,211.0,230.0,104.0,427.0,48.0,74.0,646.0,219.0,312.0,485.0,190.0,427.0,0.445,0.445,0.0,2.0,0.0,190.0,425.0,0.447,105.0,174.0,0.603,123.0,203.0,67.0,67.0,2049.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,15.3
9298,2016.0,Joakim Noah,C,C,30.0,6-11,211.0,230.0,104.0,168.0,18.0,29.0,255.0,87.0,110.0,124.0,51.0,133.0,0.38299999999999995,0.38299999999999995,0.0,1.0,0.0,51.0,132.0,0.386,22.0,45.0,0.489,52.0,77.0,29.0,2.0,635.0,CHI,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,14.1
9299,2017.0,Joakim Noah,C,C,31.0,6-11,211.0,230.0,104.0,241.0,30.0,37.0,402.0,161.0,103.0,232.0,99.0,201.0,0.493,0.493,0.0,1.0,0.0,99.0,200.0,0.495,34.0,78.0,0.436,58.0,127.0,46.0,46.0,1015.0,NYK,1985.0,"February 25, 1985",New York,New York,University of Florida,University of Florida,15.2
9321,1982.0,Joe Bryant,SF,F-C,27.0,6-9,206.0,185.0,83.0,195.0,78.0,29.0,274.0,79.0,189.0,884.0,341.0,701.0,0.486,0.49200000000000005,8.0,30.0,0.267,333.0,671.0,0.496,194.0,247.0,0.785,183.0,250.0,75.0,49.0,1988.0,SDC,1954.0,"October 19, 1954",Philadelphia,Pennsylvania,La Salle University,La Salle University,12.8
9322,1983.0,Joe Bryant,SF,F-C,28.0,6-9,206.0,185.0,83.0,189.0,82.0,30.0,277.0,88.0,186.0,812.0,344.0,768.0,0.44799999999999995,0.45299999999999996,8.0,36.0,0.222,336.0,732.0,0.45899999999999996,116.0,165.0,0.703,177.0,258.0,81.0,56.0,2055.0,HOU,1954.0,"October 19, 1954",Philadelphia,Pennsylvania,La Salle University,La Salle University,10.4
9331,1982.0,Joe Cooper,C,C-F,24.0,6-10,208.0,230.0,104.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,1.0,0.0,11.0,NJN,1957.0,"September 1, 1957",Houston,Texas,University of Colorado,University of Colorado,1.3
9332,1983.0,Joe Cooper,C,C-F,25.0,6-10,208.0,230.0,104.0,44.0,9.0,20.0,86.0,42.0,17.0,90.0,37.0,72.0,0.514,0.514,0.0,0.0,,37.0,72.0,0.514,16.0,29.0,0.552,32.0,49.0,20.0,4.0,333.0,TOT,1957.0,"September 1, 1957",Houston,Texas,University of Colorado,University of Colorado,10.4
9333,1983.0,Joe Cooper,C,C-F,25.0,6-10,208.0,230.0,104.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,0.25,0.25,0.0,0.0,,1.0,4.0,0.25,0.0,0.0,,3.0,3.0,2.0,0.0,11.0,LAL,1957.0,"September 1, 1957",Houston,Texas,University of Colorado,University of Colorado,-5.7
9334,1983.0,Joe Cooper,C,C-F,25.0,6-10,208.0,230.0,104.0,9.0,0.0,0.0,13.0,4.0,2.0,15.0,5.0,9.0,0.556,0.556,0.0,0.0,,5.0,9.0,0.556,5.0,9.0,0.556,6.0,7.0,5.0,0.0,47.0,WSB,1957.0,"September 1, 1957",Houston,Texas,University of Colorado,University of Colorado,7.2
9335,1983.0,Joe Cooper,C,C-F,25.0,6-10,208.0,230.0,104.0,35.0,8.0,19.0,71.0,36.0,15.0,73.0,31.0,59.0,0.525,0.525,0.0,0.0,,31.0,59.0,0.525,11.0,20.0,0.55,23.0,39.0,13.0,4.0,275.0,SDC,1957.0,"September 1, 1957",Houston,Texas,University of Colorado,University of Colorado,11.6
9336,1985.0,Joe Cooper,C,C-F,27.0,6-10,208.0,230.0,104.0,6.0,2.0,1.0,9.0,3.0,2.0,17.0,7.0,15.0,0.467,0.467,0.0,0.0,,7.0,15.0,0.467,3.0,6.0,0.5,0.0,7.0,3.0,1.0,45.0,SEA,1957.0,"September 1, 1957",Houston,Texas,University of Colorado,University of Colorado,13.2
9382,1986.0,Joe Kleine,C,C,24.0,6-11,211.0,255.0,115.0,260.0,24.0,34.0,373.0,113.0,46.0,414.0,160.0,344.0,0.465,0.465,0.0,0.0,,160.0,344.0,0.465,94.0,130.0,0.723,107.0,224.0,80.0,18.0,1180.0,SAC,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,9.7
9383,1987.0,Joe Kleine,C,C,25.0,6-11,211.0,255.0,115.0,310.0,35.0,30.0,483.0,173.0,71.0,622.0,256.0,543.0,0.47100000000000003,0.47100000000000003,0.0,1.0,0.0,256.0,542.0,0.47200000000000003,110.0,140.0,0.7859999999999999,90.0,213.0,79.0,31.0,1658.0,SAC,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,12.4
9384,1988.0,Joe Kleine,C,C,26.0,6-11,211.0,255.0,115.0,400.0,28.0,59.0,579.0,179.0,93.0,801.0,324.0,686.0,0.47200000000000003,0.47200000000000003,0.0,0.0,,324.0,686.0,0.47200000000000003,153.0,188.0,0.8140000000000001,107.0,228.0,82.0,60.0,1999.0,SAC,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,13.4
9385,1989.0,Joe Kleine,C,C,27.0,6-11,211.0,255.0,115.0,254.0,33.0,23.0,378.0,124.0,67.0,484.0,175.0,432.0,0.405,0.405,0.0,2.0,0.0,175.0,430.0,0.40700000000000003,134.0,152.0,0.882,104.0,192.0,75.0,13.0,1411.0,TOT,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,10.0
9386,1989.0,Joe Kleine,C,C,27.0,6-11,211.0,255.0,115.0,166.0,18.0,18.0,241.0,75.0,35.0,313.0,116.0,303.0,0.38299999999999995,0.38299999999999995,0.0,1.0,0.0,116.0,302.0,0.384,81.0,88.0,0.92,67.0,126.0,47.0,11.0,913.0,SAC,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,8.8
9387,1989.0,Joe Kleine,C,C,27.0,6-11,211.0,255.0,115.0,88.0,15.0,5.0,137.0,49.0,32.0,171.0,59.0,129.0,0.457,0.457,0.0,1.0,0.0,59.0,128.0,0.461,53.0,64.0,0.828,37.0,66.0,28.0,2.0,498.0,BOS,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,12.2
9388,1990.0,Joe Kleine,C,C,28.0,6-11,211.0,255.0,115.0,238.0,15.0,27.0,355.0,117.0,46.0,435.0,176.0,367.0,0.48,0.48,0.0,4.0,0.0,176.0,363.0,0.485,83.0,100.0,0.83,64.0,170.0,81.0,4.0,1365.0,BOS,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,10.5
9389,1991.0,Joe Kleine,C,C,29.0,6-11,211.0,255.0,115.0,173.0,15.0,14.0,244.0,71.0,21.0,258.0,102.0,218.0,0.46799999999999997,0.46799999999999997,0.0,2.0,0.0,102.0,216.0,0.47200000000000003,54.0,69.0,0.7829999999999999,53.0,108.0,72.0,1.0,850.0,BOS,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,9.9
9390,1992.0,Joe Kleine,C,C,30.0,6-11,211.0,255.0,115.0,202.0,23.0,14.0,296.0,94.0,32.0,326.0,144.0,293.0,0.491,0.498,4.0,8.0,0.5,140.0,285.0,0.491,34.0,48.0,0.708,27.0,99.0,70.0,3.0,991.0,BOS,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,13.5
9391,1993.0,Joe Kleine,C,C,31.0,6-11,211.0,255.0,115.0,233.0,17.0,17.0,346.0,113.0,39.0,257.0,108.0,267.0,0.40399999999999997,0.40399999999999997,0.0,6.0,0.0,108.0,261.0,0.414,41.0,58.0,0.7070000000000001,37.0,123.0,78.0,3.0,1129.0,BOS,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,9.6
9392,1994.0,Joe Kleine,C,C,32.0,6-11,211.0,255.0,115.0,143.0,14.0,19.0,193.0,50.0,45.0,285.0,125.0,256.0,0.488,0.498,5.0,11.0,0.455,120.0,245.0,0.49,30.0,39.0,0.769,35.0,118.0,74.0,4.0,848.0,PHO,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,11.2
9393,1995.0,Joe Kleine,C,C,33.0,6-11,211.0,255.0,115.0,177.0,14.0,18.0,259.0,82.0,39.0,280.0,119.0,265.0,0.449,0.449,0.0,2.0,0.0,119.0,263.0,0.452,42.0,49.0,0.857,35.0,174.0,75.0,42.0,968.0,PHO,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,9.8
9394,1996.0,Joe Kleine,C,C,34.0,6-11,211.0,255.0,115.0,96.0,13.0,6.0,132.0,36.0,44.0,164.0,71.0,169.0,0.42,0.426,2.0,7.0,0.28600000000000003,69.0,162.0,0.426,20.0,25.0,0.8,37.0,113.0,56.0,9.0,663.0,PHO,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,6.8
9395,1997.0,Joe Kleine,C,C,35.0,6-11,211.0,255.0,115.0,141.0,17.0,18.0,203.0,62.0,35.0,168.0,69.0,170.0,0.406,0.41200000000000003,2.0,3.0,0.667,67.0,167.0,0.401,28.0,38.0,0.737,41.0,110.0,59.0,10.0,848.0,TOT,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,7.6
9396,1997.0,Joe Kleine,C,C,35.0,6-11,211.0,255.0,115.0,59.0,9.0,6.0,80.0,21.0,12.0,78.0,32.0,80.0,0.4,0.406,1.0,1.0,1.0,31.0,79.0,0.392,13.0,18.0,0.722,20.0,47.0,23.0,10.0,365.0,PHO,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,6.5
9397,1997.0,Joe Kleine,C,C,35.0,6-11,211.0,255.0,115.0,7.0,0.0,0.0,9.0,2.0,0.0,6.0,2.0,8.0,0.25,0.25,0.0,0.0,,2.0,8.0,0.25,2.0,2.0,1.0,0.0,6.0,8.0,0.0,30.0,LAL,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,4.2
9398,1997.0,Joe Kleine,C,C,35.0,6-11,211.0,255.0,115.0,75.0,8.0,12.0,114.0,39.0,23.0,84.0,35.0,82.0,0.42700000000000005,0.433,1.0,2.0,0.5,34.0,80.0,0.425,13.0,18.0,0.722,21.0,57.0,28.0,0.0,453.0,NJN,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,8.7
9399,1998.0,Joe Kleine,C,C,36.0,6-11,211.0,255.0,115.0,50.0,4.0,5.0,77.0,27.0,30.0,93.0,39.0,106.0,0.368,0.368,0.0,0.0,,39.0,106.0,0.368,15.0,18.0,0.833,28.0,63.0,46.0,1.0,397.0,CHI,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,5.5
9400,1999.0,Joe Kleine,C,C,37.0,6-11,211.0,255.0,115.0,40.0,8.0,1.0,67.0,27.0,12.0,68.0,30.0,74.0,0.405,0.405,0.0,2.0,0.0,30.0,72.0,0.41700000000000004,8.0,12.0,0.667,10.0,46.0,31.0,5.0,374.0,PHO,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,6.6
9401,2000.0,Joe Kleine,C,C,38.0,6-11,211.0,255.0,115.0,6.0,1.0,0.0,6.0,0.0,2.0,11.0,4.0,11.0,0.364,0.364,0.0,0.0,,4.0,11.0,0.364,3.0,3.0,1.0,2.0,7.0,7.0,0.0,31.0,POR,1962.0,"January 4, 1962",Colorado Springs,Colorado,University of Arkansas,University of Arkansas,6.8
9413,1982.0,Joe Meriweather,C,C-F,28.0,6-10,208.0,215.0,97.0,63.0,13.0,21.0,88.0,25.0,17.0,125.0,47.0,91.0,0.516,0.516,0.0,0.0,,47.0,91.0,0.516,31.0,40.0,0.775,25.0,68.0,18.0,10.0,380.0,KCK,1953.0,"October 26, 1953",Phenix City,Alabama,Southern Illinois University,Southern Illinois University,12.2
9414,1983.0,Joe Meriweather,C,C-F,29.0,6-10,208.0,215.0,97.0,274.0,47.0,86.0,424.0,150.0,64.0,618.0,258.0,453.0,0.57,0.57,0.0,0.0,,258.0,453.0,0.57,102.0,163.0,0.626,118.0,285.0,78.0,74.0,1706.0,KCK,1953.0,"October 26, 1953",Phenix City,Alabama,Southern Illinois University,Southern Illinois University,12.8
9415,1984.0,Joe Meriweather,C,C-F,30.0,6-10,208.0,215.0,97.0,242.0,35.0,61.0,353.0,111.0,51.0,480.0,193.0,363.0,0.532,0.532,0.0,0.0,,193.0,363.0,0.532,94.0,123.0,0.764,83.0,247.0,73.0,31.0,1501.0,KCK,1953.0,"October 26, 1953",Phenix City,Alabama,Southern Illinois University,Southern Illinois University,10.9
9416,1985.0,Joe Meriweather,C,C-F,31.0,6-10,208.0,215.0,97.0,169.0,17.0,28.0,263.0,94.0,27.0,339.0,121.0,243.0,0.498,0.5,1.0,2.0,0.5,120.0,241.0,0.498,96.0,124.0,0.774,50.0,181.0,76.0,4.0,1061.0,KCK,1953.0,"October 26, 1953",Phenix City,Alabama,Southern Illinois University,Southern Illinois University,10.2
9456,1988.0,Joe Wolf,C,F-C,23.0,6-11,211.0,230.0,104.0,136.0,38.0,16.0,187.0,51.0,98.0,320.0,136.0,334.0,0.40700000000000003,0.41200000000000003,3.0,15.0,0.2,133.0,319.0,0.41700000000000004,45.0,54.0,0.833,76.0,139.0,42.0,26.0,1137.0,LAC,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,7.6
9457,1989.0,Joe Wolf,C,F-C,24.0,6-11,211.0,230.0,104.0,188.0,32.0,16.0,271.0,83.0,113.0,386.0,170.0,402.0,0.423,0.425,2.0,14.0,0.14300000000000002,168.0,388.0,0.433,44.0,64.0,0.688,94.0,152.0,66.0,15.0,1450.0,LAC,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,7.0
9458,1990.0,Joe Wolf,C,F-C,25.0,6-11,211.0,230.0,104.0,169.0,30.0,24.0,232.0,63.0,62.0,370.0,155.0,392.0,0.395,0.402,5.0,25.0,0.2,150.0,367.0,0.409,55.0,71.0,0.775,77.0,129.0,77.0,19.0,1325.0,LAC,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,6.8
9459,1991.0,Joe Wolf,C,F-C,26.0,6-11,211.0,230.0,104.0,264.0,60.0,31.0,400.0,136.0,107.0,539.0,234.0,519.0,0.451,0.45299999999999996,2.0,15.0,0.133,232.0,504.0,0.46,69.0,83.0,0.831,95.0,244.0,74.0,38.0,1593.0,DEN,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,10.1
9460,1992.0,Joe Wolf,C,F-C,27.0,6-11,211.0,230.0,104.0,143.0,32.0,14.0,240.0,97.0,61.0,254.0,100.0,277.0,0.361,0.363,1.0,11.0,0.091,99.0,266.0,0.37200000000000005,53.0,66.0,0.8029999999999999,60.0,124.0,67.0,0.0,1160.0,DEN,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,7.2
9461,1993.0,Joe Wolf,C,F-C,28.0,6-11,211.0,230.0,104.0,34.0,7.0,1.0,48.0,14.0,5.0,53.0,20.0,44.0,0.455,0.455,0.0,1.0,0.0,20.0,43.0,0.465,13.0,16.0,0.813,7.0,24.0,23.0,0.0,165.0,TOT,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,11.9
9462,1993.0,Joe Wolf,C,F-C,28.0,6-11,211.0,230.0,104.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,0.5,2.0,2.0,2.0,0.0,9.0,BOS,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,-4.7
9463,1993.0,Joe Wolf,C,F-C,28.0,6-11,211.0,230.0,104.0,32.0,7.0,0.0,45.0,13.0,5.0,52.0,20.0,43.0,0.465,0.465,0.0,1.0,0.0,20.0,42.0,0.47600000000000003,12.0,14.0,0.857,5.0,22.0,21.0,0.0,156.0,POR,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,12.9
9464,1995.0,Joe Wolf,PF,F-C,30.0,6-11,211.0,230.0,104.0,95.0,9.0,6.0,129.0,34.0,37.0,90.0,38.0,81.0,0.469,0.48100000000000004,2.0,6.0,0.33299999999999996,36.0,75.0,0.48,12.0,16.0,0.75,22.0,101.0,63.0,6.0,583.0,CHH,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,6.8
9465,1996.0,Joe Wolf,PF,F-C,31.0,6-11,211.0,230.0,104.0,138.0,15.0,5.0,187.0,49.0,63.0,291.0,135.0,263.0,0.513,0.513,0.0,6.0,0.0,135.0,257.0,0.525,21.0,29.0,0.7240000000000001,42.0,163.0,64.0,8.0,1065.0,TOT,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,8.8
9466,1996.0,Joe Wolf,PF,F-C,31.0,6-11,211.0,230.0,104.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,18.0,CHH,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,-2.0
9467,1996.0,Joe Wolf,PF,F-C,31.0,6-11,211.0,230.0,104.0,136.0,13.0,5.0,185.0,49.0,63.0,291.0,135.0,262.0,0.515,0.515,0.0,6.0,0.0,135.0,256.0,0.527,21.0,29.0,0.7240000000000001,40.0,161.0,63.0,8.0,1047.0,ORL,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,9.0
9468,1997.0,Joe Wolf,C,F-C,32.0,6-11,211.0,230.0,104.0,80.0,14.0,11.0,112.0,32.0,20.0,95.0,40.0,89.0,0.449,0.455,1.0,7.0,0.14300000000000002,39.0,82.0,0.47600000000000003,14.0,19.0,0.737,14.0,105.0,56.0,7.0,525.0,MIL,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,7.9
9469,1998.0,Joe Wolf,PF,F-C,33.0,6-11,211.0,230.0,104.0,90.0,20.0,7.0,126.0,36.0,30.0,87.0,40.0,121.0,0.331,0.33899999999999997,2.0,10.0,0.2,38.0,111.0,0.342,5.0,10.0,0.5,22.0,92.0,57.0,8.0,621.0,DEN,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,5.1
9470,1999.0,Joe Wolf,PF,F-C,34.0,6-11,211.0,230.0,104.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,12.0,CHH,1964.0,"December 17, 1964",Kohler,Wisconsin,University of North Carolina,University of North Carolina,-14.5
9473,2008.0,Joel Anthony,PF,C,25.0,6-9,206.0,245.0,111.0,55.0,9.0,31.0,93.0,38.0,3.0,85.0,28.0,60.0,0.467,0.467,0.0,0.0,,28.0,60.0,0.467,29.0,49.0,0.5920000000000001,17.0,55.0,24.0,1.0,498.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",8.8
9474,2009.0,Joel Anthony,C,C,26.0,6-9,206.0,245.0,111.0,108.0,20.0,93.0,197.0,89.0,27.0,144.0,57.0,118.0,0.483,0.483,0.0,0.0,,57.0,118.0,0.483,30.0,46.0,0.652,41.0,139.0,65.0,28.0,1048.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",9.3
9475,2010.0,Joel Anthony,C,C,27.0,6-9,206.0,245.0,111.0,126.0,20.0,109.0,249.0,123.0,12.0,218.0,76.0,159.0,0.478,0.478,0.0,0.0,,76.0,159.0,0.478,66.0,92.0,0.7170000000000001,45.0,158.0,80.0,16.0,1322.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",10.2
9476,2011.0,Joel Anthony,C,C,28.0,6-9,206.0,245.0,111.0,162.0,10.0,93.0,266.0,104.0,24.0,153.0,53.0,99.0,0.535,0.535,0.0,0.0,,53.0,99.0,0.535,47.0,73.0,0.644,36.0,194.0,75.0,11.0,1463.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",7.3
9477,2012.0,Joel Anthony,C,C,29.0,6-9,206.0,245.0,111.0,150.0,36.0,84.0,250.0,100.0,9.0,219.0,85.0,152.0,0.5589999999999999,0.5589999999999999,0.0,0.0,,85.0,152.0,0.5589999999999999,49.0,71.0,0.69,45.0,126.0,64.0,51.0,1349.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",10.3
9478,2013.0,Joel Anthony,C,C,30.0,6-9,206.0,245.0,111.0,70.0,13.0,42.0,115.0,45.0,13.0,87.0,35.0,68.0,0.515,0.515,0.0,0.0,,35.0,68.0,0.515,17.0,28.0,0.607,22.0,49.0,62.0,3.0,566.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",10.4
9479,2014.0,Joel Anthony,C,C,31.0,6-9,206.0,245.0,111.0,23.0,3.0,12.0,38.0,15.0,2.0,28.0,12.0,32.0,0.375,0.375,0.0,0.0,,12.0,32.0,0.375,4.0,8.0,0.5,3.0,17.0,33.0,0.0,186.0,TOT,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",8.1
9480,2014.0,Joel Anthony,C,C,31.0,6-9,206.0,245.0,111.0,5.0,0.0,4.0,7.0,2.0,0.0,6.0,2.0,6.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,2.0,6.0,0.33299999999999996,2.0,2.0,1.0,1.0,4.0,12.0,0.0,37.0,MIA,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",8.0
9481,2014.0,Joel Anthony,C,C,31.0,6-9,206.0,245.0,111.0,18.0,3.0,8.0,31.0,13.0,2.0,22.0,10.0,26.0,0.385,0.385,0.0,0.0,,10.0,26.0,0.385,2.0,6.0,0.33299999999999996,2.0,13.0,21.0,0.0,149.0,BOS,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",8.1
9482,2015.0,Joel Anthony,C,C,32.0,6-9,206.0,245.0,111.0,61.0,12.0,49.0,93.0,32.0,5.0,87.0,36.0,62.0,0.581,0.581,0.0,0.0,,36.0,62.0,0.581,15.0,22.0,0.682,12.0,55.0,49.0,0.0,406.0,DET,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",14.7
9483,2016.0,Joel Anthony,C,C,33.0,6-9,206.0,245.0,111.0,13.0,2.0,12.0,21.0,8.0,1.0,18.0,6.0,10.0,0.6,0.6,0.0,0.0,,6.0,10.0,0.6,6.0,8.0,0.75,2.0,15.0,19.0,0.0,96.0,DET,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",14.1
9484,2017.0,Joel Anthony,C,C,34.0,6-9,206.0,245.0,111.0,23.0,2.0,6.0,31.0,8.0,3.0,25.0,10.0,16.0,0.625,0.625,0.0,0.0,,10.0,16.0,0.625,5.0,8.0,0.625,4.0,11.0,19.0,0.0,122.0,SAS,1982.0,"August 9, 1982",Montreal,Canada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",11.6
9486,2017.0,Joel Embiid,C,C-F,22.0,7-0,213.0,250.0,113.0,182.0,27.0,76.0,243.0,61.0,66.0,627.0,200.0,429.0,0.466,0.508,36.0,98.0,0.36700000000000005,164.0,331.0,0.495,191.0,244.0,0.7829999999999999,117.0,112.0,31.0,31.0,786.0,PHI,1994.0,"March 16, 1994",Yaounde,Cameroon,University of Kansas,University of Kansas,24.1
